review_id,text,rating,location_sentiment,room_sentiment,service_sentiment,value_sentiment,overall_sentiment,text_length
698,"first-class firenze balcony room 4th floor excellent, view wonderful overlooking arno great place enjoy glass wine watch sunset, location good expect lot walking hotel just river luccesi popular attractions, room beautiful king-sized bed comfortable furnishings room husband baggage, travelled light space n't huge issue, ammenities bathroom fine shower small.the staff excellent attentive helful, included breakfast buffet great way start day traditional european favorites american choices, definitely stay wonderful experience husband,  ",5,5,5,3,0,13,540
699,"nice hotel paris party adults spent 3 day hotel ares mid-september, good-sized room double beds, room freshly decorated yellow walls nice white carved crown molding, large windows bedroom spacious bathroom opened interior coutyard not attractive fresh air great, paris standards bath huge, hotel located 15th just short walk eiffel tower, quiet street block shopping restaurants metro, hotel staff gracious helpful, stayed 3 star hotels paris best far, metro station great access lines, definitely stay,  ",5,4,4,4,4,16,505
700,"loved, stayed bahia principe punta cana march 2005 really loved, hotel stunning stayed said thing, staff work really nice women kind stand offish did n't really want serve friendly, no problems room parents n't happy pay money safe rooms really clean taken care, resort right beach white sand turquoise water really inviting spent time laying pool, tip poolside chairs early, 8am probably best, stuff went breakfast guaranteed spot shade does really hot, activities join poolside dancing aerobics water polo, nightly entertainment good spoke spanish did n't understand lot, young 21 harder people age upscale problem, check big pain butt 10pm flight check noon meant clear room luggage storage closet n't kept locked people went, shower ready wait bus grab room wait 20 minutes people just hanging alloted time, no came clean room, really gross showering not fun, pretty annoyed point wanted home thought, honestly amazing place stay heartbeat, trying plan vacation right reason site, afraid book good quality, thank later,  ",4,7,7,7,7,28,1025
701,"great 4 star experience paris booked renaissance vendome mariott magic 1-2-3 promotion stay weekend 25 second night, having stayed paris knew 4 star quality variable wholeheartedly enjoyed vendome location great 10 minutes walk opera minutes louvre tuileries, hotel resides quite street minimal traffic, stayed deluxe room 5th floor no noise issues whatsoever, friends stayed 1st floor no complains either.the hotel recently refurbished, modern room decor curtains bathroom bvlgari perfumed shower products bed exceptional, fact closer 5 star level not mention fitness centre pool basement, size room totally consumed enormous queen bed, room larger seen smaller ones well.the service typical laid french required getting used overall stuff friendly trying hard helpful better examples seen.overall no bristol george v great 4 star heart le grande bulevards no problems recommending,  ",5,0,0,4,0,4,885
702,"generic motor hotel holiday inn back-to-back h.i, express seattle, close space needle couple blocks free bus zone going downtown, generic rooms microwave mini-fridge, newer properties clean equipted, parking 4.50 day, place clean located seattle center decent proximity downtown,  ",3,2,2,0,0,4,281
703,"hip happening great value stayed madrid august 2008. hotel great location really central pleasant square number tapas bars in.we booked standard i.e, deluxe room really spacious massive bed flat screen tv 2 armchairs coffee table stocked minibar, loved lighting options, booked wants madrid package meant bottle cava strawberries dipping chocolate room, bathroom huge fantastic double shower, contrary reviews did n't problem noise internal room no view probably best bet prefer quiet night try package includes breakfast quite expensive, number packages available hotel website similarly priced supposed discount websites.the restaurant downstairs bar fantastic hip trendy certainly no attitude service good.the upstairs bar great views windy, frustrating point despite going early 9pm seats reserved does n't make sense given n't queue point sit think hotel needs manage better.altogether n't recommend hotel highly reasonable value stylish place spend weekend,  ",5,1,2,3,4,10,965
704,"great stay grand hyatt seattle recently stayed grand hyatt seattle washington nights, purpose trip business, arriving hotel asked nice room told cost 30 extra day room, considering did not want room lower floors staring concrete wall hotel agreed pay extra money, told room ready 15 minutes went dinner cheesecake factory corner, hours later returned fnd room not ready, went coworkers room desk called state room not ready upgraded executive suite, hotel quickly recognized issue existed immediately fixed providing update, chance stay executive suite, view 27th floor breath-taking high water space needle, execute suite actually rooms bathrooms, room consists sitting room tv wet bar refrigerator note rooms pay use refrigerator closet bathroom, room bedroom tv desk walk closet bathtub separate glass enclosed shower bathroom, note doors separating rooms means noise hallway sleeping, plus hotel curtains operate switch wall, like sleeping total darkness curtains trick, press switch curtains come ceiling cover windows, suite exceptionally clean maintained, considering suites bigger rooms people floor, meant quieter coworkers floors below.the hotel walking distance variety attractions, space needle market convention center attend conference pike place market lots clothes shopping easy, pike place market infamour pike place fish market familiar check staff working, definitely stay hotel,  ",5,2,2,0,2,6,1400
705,"great hotel great location husband stayed hotel 5 nights recently.the staff helpful courteous, hotel clean, room great, cleaned spotlessly day rooms balcony.in terms location right major train station city, originally got taxi airport hotel- cost 30 euros, just easily train direct airport train station right hotel, train costs price metro trip 70 cents, quite price difference, train station called barcelona sants estacio, overall highly recommended hotel definitely recommend,  ",5,2,3,4,1,10,482
706,"fabulous time fabulous hotel spent 4 night 5 days paris not happier stay artus hotel, perfectly located heart left bank offers guests true snapshot life parisian, want walking distance quick ride metro rer, superior room plenty big, n't going paris sit hotel room exactly needed, importantly room clean, breakfast great way start day, fantastic cheeses breads assortment juices coffee kicked day, importantly unbelieveable service receive concierge sanjay, travel lot work lucky stayed 5 star hotels received level service sanjay provides, book dinner reservations arrived sensing best restaurant took care transportation airport, morning helped going right direction offered locals tips, long sanjay artus hotel paris, rest staff good just ca n't clone sanjay,  ",5,6,6,6,0,18,763
707,"best business hotel sf stayed times business 2003 2007. downtown sf hotels mandarin omni w seasons hands-down winner, beautiful rooms expected amenities efficient staff best room-service hamburger,  ",5,2,2,2,0,6,199
708,"great location, friend just returned night stay la gioconda honest better expected especially reviews ive seen, check took literally minute room surprisingly big standard european hotel, hotel easy especially coming train station, hotel short walk need florence internet cafe right corner provides cheep reliable internet, recommend hotel comfort great location, can__Ç_é_ wrong choosing la gioconda,  ",4,2,2,2,0,6,402
709,"not seasons experience disappointed stay seasons not standard expected considering price paid room hotel club not surprised.the receptionists staff helpful friendly plus, breakfasts good.on downside room small choice movies poor swimming pool area dated not positioned good place right flyover, evening meals taken room dried not great standard vegetarian options restaurant not brilliant.despite reviewers saying comfortable beds partner prefer beds little harder trouble sleeping nights lost beds pillows, bed board added did not help grateful offer,  ",3,0,1,3,1,5,554
710,"not good hoped reading rave reviews think expecting hotel got, beds comfortable rooms modern distinct whiff stale tobacco non-smoking room, liked bath shower reserve 2 rooms 3 2 beds possible rooms, harbour view rooms cost extra better described tennis court view, nearby metro cheap convenient.the staff pleasant good supplies freebies bathroom, tea coffee making facilities appreciated,  ",3,2,3,1,2,8,390
711,"just horrible place dump, reasons called resort exorbitant price kitsch decor pompous staff.the room keys did n't work bathroom door completely broken air room awfully stale nothing windows screwed shut, beds old soft squeaky smelly problems definitely stay away, dust n't ocean dirty windows.the staff polite unhelpful lied face times particular late checkout availability free 2pm request parking decent required 22/night, pick time not busy, valets literally throw luggage trunk car.honestly spending time kept motel holiday inn express 1/8th price better deal overall.stay miami beach general service quality pretty bad hotels restaurants, instead drive ft. lauderdale better properties expensive located beach ocean.miami beach capital bad service miami beach resort spa unquestionably reasons,  ",1,0,-5,-2,-2,-9,801
712,"not worth price marriott eaton centre overpriced hotels city, hotel fine lies discrepency, stayed hotels toronto 250 received better product better service, closeness eaton centre nice gigantic construction zone hotel n't, stayed hilton sheraton cambridge suites far better experience, avoid hotel just cash cow marriott,  ",2,0,0,0,0,0,323
713,"wonderful holiday return travelled bavaro princess group 25 people brothers wedding travel agent actually booked everybody, resort located right town higuey, met airport sunwing rep showed bus board resort, arrival impressed beautiful lobby, check staff helpful efficient everybody spoke pretty good english n't big deal foreign country not speak english, booked lead hotel rooms, worth upgrading suites hotel rooms little outdated quite far beach pool areas close main restaurant lobby, upgraded suite 095 nice close pool beach restaurants located beach, way near beach far main building vice versa, food excellent lots choose like la carte dining resort lots dining options steak house japanese pasta seafood, everyday able make reservations early prefered time dining, night main restaurant themed night italian chinese, service bit slow times hotel capacity thats expected people eating once.the beach beautiful just picture blue sky water white powdery sand palapa usually snatched wee hours morning lots beach loungers, beach breezy water bit rough say young kids easily taken, everyday people trying sell parasailing jet skiing beware booked parasailing 1:30pm didnt actually 4:00 wasted afternoon waiting, thats not hotels fault means, n't recommend atv trip buggy instead 160.00 boyfriend did n't stopped minutes grounds kept imaculate everybody working makes extra effort say ola walk friendly helpful, pools main right beach swim bar activities like little quieter pool main lobby better bar not swim, young families, vacation make travelled good company understand not standards going canada, mosquito repellent night just use home upgrade suite bigger rooms nicer bathroom better location, goodluck happy travels,  ",4,10,10,12,6,38,1728
714,"4*, n't think booked rooms nights called 4* hotel got managed adjacent rooms hindsight like best thing did, room larger noticeable fact rooms included large standing fan seats included just seat n't room really no fan, 30 degrees summer no fan problem especially 4* no air conditioning problems included assortment lights not working rooms rooms switch shower/bath broken too.as reviews said non-restriction pay-per-view annoying.overall think location fantastic service quality certainly n't 4 star better deals amsterdam,  ",1,1,0,1,0,2,525
715,"hotel class stayed hotel week july 2006. bed comfortable experienced hotel, outstanding service clean friendly staff, beach just street, beach great children breakfront baby waves, meals expensive hotel, drinks items abc store hotel cheaper, definately stay hotel,  ",5,0,3,3,3,9,266
716,"good, just staying night pre-cruise booked palacete minute departing canada, gem, weeks 3 star hotels europe n't expecting, palacete far away best hotel stayed decor decidedly feminine not over-the-top expecting, room comfortable good beds got triple good air conditioning bathroom spacious clean decent sized bathtub bidet toilet sink shower, minifridge microwave offerings buffet unnecessary hoard away breakfast/lunch foods, ah buffet, pleasant surprise, hot foods fresh fruit nuts sweets cappucino/espresso machine fresh lemon thoughtfully provided tea, terminals access internet free, breakfast room lovely small balcony tables larger ones inside room, ramblas starts block away say disappointment postings just hoard tourists pedestrian boulevard mimes folks selling live birds goldfish no problem noise coming room.my reservation lug bags short flight stairs street reach teeny tiny elevator lobby proper, elevator hair-raising experience checked just bags met downstairs,  ",5,0,3,0,0,3,981
717,"n't 4 stars, think not.truth told punta cana beautiful place probably wouldn__Ç_é_ anytime soon, terrible service attitude received stayed resort, simple truth matter negative bad things happened outweighed good things.for starters layout resort stupid, hotels resort restaurants sports bar, attractions need wait 10 minutes train come, need seat packed train wait 10 minutes 15 minute train ride resort visit la cart restaurants, told wait time hour hours party 5 need pager, oh yeah don__Ç_é_ reservations unless stay suites, review read said plenty available not issue, morning group wake 6:30am reserve 5 chairs, 8am not single chair available, learned hard way day.__Ç_àêo like snorkel, scuba, dune buggyy, atv, speedboat, fishing, prepared say yes no times, god annoyed entire life, seriously asked wanted participate activities 20 times day, not exaggerated number, you__Ç_éö washroom span 100 meters 3 different people come binder trying sign something.service overall hit miss, waiters nice tipped extremely, far best bartender entire resort william, usually works swim bar pool deep end, bartenders hit miss, drinks taste don__Ç_é_, there__Ç_é_ no consistency, that__Ç_é_ just bartenders, lobby waiters ask want drink seen, that__Ç_é_ managements fault usually person working entire lobby, restaurant waiters hit miss, browlio works multiple restaurants good waiter opinion, rest waiters just doing job far i__Ç_é concerned, waitress mexican la cart showed attitude asked want__Ç way saying welcome br/ maids things interesting, rooms nice relatively clean, issues, bed covers not washed guests tell smell funky, white bed sheets clean, towels ridiculous, no consistency, maid come morning 9am remove towels, maid come later fresh towels hopefully, feeling did things way didn__Ç_é_ towels rewash towels day, just impractical, maid come make bed guess tidy, tip maid i__Ç_é not sure exactly gets money, funny notes 1 half drank bottle beer tv entire duration visit, previous guests left, curious long maids clean, time left, 2 maids don__Ç_é_ knock hola/hello housekeeping not vocabulary, friends toilet maid walked room washroom knocking door, rooms general quite nice, pictures little misleading, jacuzzi bathtub washroom, pictures saw prior going located main room, case suites, not huge deal little disappointing.food, not bad not great, food things disagree, consider great consider disgusting vice versa, i__Ç_éêl things generalized, selection main buffet great menu day, fried, pan fried deep fried lot oil, la carts bit better terms quality, try getting reservation hour wait minimum 7:30pm, didn__Ç_é_ sick friends did 2 group 5 aren__Ç_é_ good odds note gravel tums pepto bismol, definitely need heart burn citrus alcoholic beverages oil consume, store buy things sunscreen sunglasses clothes souvenirs prepared ripped, tums cost 2.50 cnd 11 usd, sunscreen 5 dollars 20 there.the shops general pretty stupid, priced bad service big surprise don__Ç_é_ hours window don__Ç_é_ believe, you__Ç_éÈe going buy alcohol wait duty free airport.i going think i__Ç_ée point, negative outweighed positive, things suppose make resort 4 star not there.final point recommend place families staff loves kids, obvious glad treating right, went vacation couples, single guys not resort, lol, not stress point, punta cana couples family destination,  ",2,3,3,3,3,12,3355
718,"not worth walked check man woman desk bit busy look, no greeting no smile unusual hospitality industry new york, room nothing special 289 night, stayed better hotels new york, saving grace soap bellhop person happy working hotel.we unusual request going wedding evening checked, hotel gave standard late checkout till 1 pm, explained unusual circumstance asked later checkout, willing pay necessary similar circumstances hilton nc friend wedding accomodated 3 pm checkout no extra charge, told wife use washroom reception area, spoke manager suggestion pay night cost 289, think 100 compromise room 3 hours manager did n't agree.all say having stayed luxury hotels world muse quite disappointing servicing customer,  ",3,-1,-1,-1,-1,-4,717
719,"harbor view room, really enjoyed stay edgewater, things pricey pay, amazing harbor view room hang water windows open, afternoon hand fed seagulls staff great, encountered desk maintaince smiled said hello, nice customer service taken seriously, slight drawback location n't easy walks, closet places eat shop pretty steep hill, good news edgewater shuttle drop downtown pick,  ",5,4,4,4,4,16,377
720,"special care honeymooners stayed 3 nights singapore end honeymoon malaysia comlimentary upgrade garden wing suite fabulous, suite terrace sun loungers overlooking beautiful swimming pool palm trees, fresh fruit cake happy honeymooners iced plate rose petals shape heart king size bed, ordered room service food excellent service prompt not fault really, considering star hotel costs london wonderful experience star treatment fraction cost home, definitely return hotel,  ",5,0,3,3,3,9,472
721,"split personality hotel decor transition feb 16, attractive online photos n't capture stained generally shabby condition bedcoverings furniture upsholstery, descriptions expedia claimed high-speed internet connections room rm 239 no connection, desk kindly moved hall room internet connection bit hitchy free, glad reason evacuate room 239 stains upholstered desk chair unquestionably gross phone keypad grubby did n't want touch, surprisingly mattress excellent bedpillows little lame, bathrooms rooms nicely refurbished granite tiled walls floors, bath fixtures refinished pedestal sink offered little counter space kit, did appreciate bathroom sparkling clean, plumbing rumbles like jackhammer morning, thought hearing construction site starting door water 6:00am shower, room faced light no street noise, biggest drawback pickwick noise adjoining rooms hallways, absolutely no sound deadening rooms 2nd floor addition garage, hotel finishes refurbishing new furnishings paint noise rooms major issue, swear hear people room blink, bell desk staff helpful dining recommendations luggage storage, nice exercise room newish equipment, breakfast buffet restaurant closed rest time, au bon pain door pastries sandwiches latte, mels diner nearby mission st. sandwiches burgers, large parking garage street 20 overnight, great location near mall sony metreon market st. bart, pack earplugs,  ",2,6,5,5,0,16,1389
722,"stay sydney, family stayed hughenden 1998 sydney normally week time head regional nsw, time warmly welcomed victor manager helpful friendly plus occasionally play tunes piano afternoon tea cosy restaurant, breakfast consistantly good occassionally miss sleeping plush beds, drawbacks hotel bit small lots luggage n't flash extras 5-star establishments bathrooms little tight, looking place little history little charm place satisfactory, staying visit june 2006,  ",5,0,2,2,0,4,464
723,"swiss delight 6 3 couples spent 5 nights beginning october, hotel reception staff helpful applied staff came contact, rooms 4th floor comfortable good bathrooms separate bath shower, impressed irons ironing boards included rooms, rooms faced centre exceptionally quiet, tariff did not include breakfast did try 21 euros excellent expect price, discovered coffee croissant served reception lobby 7.50 euros, adequate needs included fresh orange juice selection yoghurts.the location hotel just kurfurstendamn st just perfect u bahn station directly opposite zoologisher garten s bahn/u bahn station 5 minutes walk free internet access point just conciege desk proved useful booking return flight seats printing boarding passes, did not try hotel restaurant local restaurants area.all good hotel not hesitate recommend.jp banchory scotland,  ",5,1,4,6,4,15,840
724,"good overall not good points stayed 26th sep 10th october.flew manchester choice arrived late reception quick easy no language barriers.we allocated room block 7 short walk reception arrival smelt badly damp returned reception requested change no real trouble, new room ok smelt bit musty soon got used, fixtures fittings bathroom bit tired things hanging wall possible ignore things just holiday.the room cleaned day not till late needed afternoon heat, said rooms cleaned good standard hotel kept clean tidy constant maintenance visible, yellow pool drained arrived staff replacing tiles 1 available hotel no-where near little inconvinience re-filled 2nd oct blue pool went quiet week, weekends quite locals come hotel quite loud prepared.the food buffet good standard prepared presented lots variety, dissapointed themed resteraunts quality food not good common theme served smash carrots american italian dominican use kitchens, opted use buffet night, breakfast lunch good well.beach nice maintained sea quite choppy net yards stop swimmers getting way various speed boats, does restrict swimmers snorkling spent time round pool, dogs beach friendly given food gentle skinny gave food water could.the staff pleasant no language problems appeared rush thing really spoilt stay fellow tourists no bearing quality hotel, groups loud people nationalities want spot compete volume pool bar 2 morning outside rooms, happen does not affect rating place.this resort family based looking quiet couples away look,  ",4,1,1,3,0,5,1510
725,"great times honestly n't know dave talking, travelled 7 friends great time, resort beautiful, beach amazing sand soft no seaweed, basking sun swimming ocean enjoying games beach volleyball great time, staff incredible willing assist, kind polite guess real shocker kind polite, food great, buffet offered great selection fresh fruit, breakfast available 7 10 think times fair come really wants sleep beach waiting, swim bar great reuben fantastic no pee pee pool, rooms nice big probably use little updating honestly time spend anyways, not sure say bavaro princess amazing thanks great friends travelled, good times ca n't wait return,  ",5,0,6,6,0,12,638
726,"good location new carpets stayed july 2008. staff friendly location good rooms good size new york room stayed needed steam cleaned, carpets dirty furniture needed steam cleaned replaced, not fault day day cleaners linen kitchen area bathroom clean, lobby nice beautifully tiled replace carpets lift big let, asked recommendation restraunt night got sent scary place people hugely overpriced new york,  ",3,5,4,4,4,17,402
727,"intercontinental century city details recently stayed 5 nights century city intercontinental hotel november 2007. booked stay hotwire paid 219/night little expensive compared reviewers paid basically booked month cheapest beverly hills/century city area.i really excited stay n't vacation long time, booking hotwire called hotel request reservations nice room king bed nice view plus flat screen tv nice touch, fortunately arrived honored request really nice, stayed 1512 great view corner unit.overall say hotel nice definitely 3 3.5 star hotel, details brought rating book end review, obviously suited business traveler centrally located near good shopping got venice beach west west hollywood east, free concierge car service rodeo drive heart beverly hills nice touch warn wo n't rodeo drive hours n't conducive late nights, lobby really nice 24 hour exercise facility excellent, make sure spa ask locker access spa nice shower area, locker room closes 11 pm spa closes 9 pm, want use locker room 9-11 pm make sure concierge ask key there.a lot reviewers shocked price room service items mini fridge seriously staying 4 star hotel 2 miles beverly hills expect, n't stupid order room service grab fridge, instead head century city westfield mall mile away grocery store gelson pick snacks, fridge sealed chill drinks using ice basket provided, nice touch provide free fiji water got 3 time cleaned room, note general cleaning morning turn service night knock door noon probably 8 9 pm, turndown service really nice touch, thing cleaning service stayed 5 nights hotel noticed drop quality cleaning end stay instance not towels replenished no longer received 3 bottles fiji 2.again head century city mall dining needs not gorgeous outdoor mall food fresh lot selection food court dining establishments.details guest room 1512 impressive glance issues observed brought overall impression intercontinental century city, heating a/c unit loud functioned, secondly price wireless internet access exorbitant nearly 10/day, hotel caliber free wireless access especially considering business clients hotel, note business center not greatest pay internet access little cubby near check desk tiny claustrophobic space free internet terminal, people stand line waiting use just aware that.thirdly no in-room mirrors bathroom inconvenient getting dressed left room, fourthly cost mandatory valet parking ridiculous, understand custom la pay parking lot places westfield mall offer 1.5 3 hours free 30 day quite high valet service excellent felt like getting paid, lastly bathroom looked impressive glance closer inspection shocked lack attention, instance bathroom countertop not properly attached wall connected instead waterproof seal wallpaper extended countertop cover absence waterproof seal, finally separate shower nice touch tiling shower little uneven, small details tier hotel details count.i think overall rate hotel 3.5. not details definitely said 4 possibly 4.25. lack attention details overall rate 3.5,  ",3,4,9,7,3,23,3010
728,"interesting property great staff just spent week clarendon definitely stay time phoenix, ben bethel manager commended rejuvenation historically architecturally significant hotel, ask staff hotel__Ç_é_ fascinating history, clearly labor love, skill hotelier shines important aspects, attention details design, second ability recruit outstanding people share commitment excellence alicia carlos rest staff friendly helpful knowledgeable city, combined considerate amenities free wireless internet connection free car service excellent restaurant camus clarendon vibrant city,  ",5,0,0,5,5,10,575
729,"immaculate great location efficient staff stayed weeks, reliable hotel worth good deal price, usually prefer smaller hotels probably try ilima time make use having kitchen bucks outriggers beach travelling teenage son budget turned great choice all-you-can-eat breakfast buffet included price tired pool area decent size families young children entertained mountainview room lovely hotel upgrade ocean view cleanliness entire hotel friendliness staff comfortable, pool area good breeze suntanning comfortable beach hot quickly, lobby beautiful rooms bright tastefully decorated okay maybe beige rooms just little bland nice marble bathrooms, having read reviews tiny bathrooms waikiki hotels think bathrooms nice comparison, really liked fact night hotel location felt safe quiet surrounded large hotels marriott pacific beach banyan contributed calmer feel travel blocks west kuhio i.e, near ohana east run noise congestion couple ladies night, plus hotel ample easily accessible parking, yes rebuilding elevators leaving available did not wait big deal worth getting worked, not luxury hotel definately big step budget needed, worth having rental car 7 days visited beautiful kailua lanikai beaches windward island north shore turtle beach excellent snorkelling shark cove, oahu revealed excellent guide things,  ",4,8,6,6,8,28,1315
730,"perfect, perfect, perfect, place stay, 7 nights going kauai, absolutley right place, hotels away beach say close, like nightlife people watching hotel centrally located main drag, loved eating beakfast open air cafe, things walking distance, staff extremely friendly helpful, view room awesome, ca n't say perfect,  ",5,4,4,4,0,12,316
731,"place rocked stayed san juan 2 nights went vieques 3 nights san juan 2 nights, nights spent courtyard isla verde place amazing, high hopes stellaris met, stay stellaris august 31-september 2we booked room 7-10 days stay able junior suite penthouse level, view incredible, rainforest ocean condado turning neck, separate tub shower refreshing having separate room friend stay, executive lounge great, julio took good care able hang minutes room getting cleaned finishing free breakfast/appetizers/desserts honor bar, if/when staying penthouse,  ",5,0,4,0,4,8,544
732,"pleasant husband just returned honeymoon flamenco.i understand bad review site fortunately did not encounter treatment pay for.for pleasantly surprised happy room hotel clean room ocean view absolutely gorgeous, weather perfect.however agree review food average not good nor bad, better resorts.given paid 3.5/4,  ",4,0,3,0,0,3,314
733,"1 day short stay stayed hotel convenience coach took kuala lumpur stopped right hotel lobby, location hotel near orchard road famous shopping area singapore accessible taxi not foot mrt, room condition bit old, n't complain spent night,  ",3,-1,-1,0,0,-2,238
734,"attitude love space receptionist rude abrupt, shame great venue attitude,  ",2,0,1,1,0,2,75
735,"wonderful stay yes rooms small new york need room sleeping, staff extremely friendly helpful enjoyed relaxation rick cafe 2nd floor coffee nibbles come shopping walking sightseeing, casablanca bang smack middle times square 5th avenue restaurants pubs brilliant, recommending friends,  ",5,3,3,3,0,9,286
736,"castle inn motel 6 san francisco husband 2 daughters stayed castle inn 2 nights, arrival 3:00 not allowed check, 4 hour drive needed use restroom none, clerk rude not recommend close facility, property old dated checked couple hours later room 2 queen beds, room small bathroom not large dress, refrigerator tub drain did n't work, 225 night disapointed accomodations, not recommend return, pay extra dollars chain hotel close pier 39,  ",2,-2,-2,-2,0,-6,437
737,"oh dear positive staff exception superb friendly helpful courteous, hotel location central.like frequest travellers curious hotels different styles age service facilities equally classified particular star rating inconsistent offerings, learned accept not accept star rating 5 star gl hotels owned group customer offerings wildly inconsistent, stayed hotel urban madrid early august no fault property positioning 5 star gl market, looked forward stay sister hotel barcelona, disappointed requested early check flight timings informed arrival room not ready not issue, manager hotel hand greet arrival booking upgrade complimentary glass champagne room upgrade, wonderful thought, given room freshen roof bar drink, came signing drink barman not deal complimentary not assigned room, paid, waiting complementary drink given access room 2:30pm, upgrade room duplex category junior suite originally booked, taken upgraded room, lost complaining, various noises curiousity, worked room directly roof pool, noise loungers dragged splashing, pool closes 8. hotel makes reference total sound proofing quiet summer time traffic barcelona centre audible, qualifies upgrade dispare.as room hotel prides antiques collection boasts piece room, missed no obvious antique room, advertised tea/coffee facilities did not exist no iron/ironing board available meaning costly hotel services used, entirely unacceptable, bathroom clean functionally totally need modernisation.no wo n't expectation gap madrid experience felt let,  ",1,3,2,4,1,10,1512
738,"good hotel great holiday lots mixed reviews hotel thought add, stayed 2 weeks august great time, beach sea amazing lots sunbeds enjoy seaview, large swimming pools not sea person, eat drink 24 hours day want, n't fault food did n't bad meal whilst extra fussy 6 months pregnant, food snack buffet restaurants does tend theme nights buffet restaurants, a'la carte restaurants worth visit particularly enjoyed italian chinese odd negative points staff not talk english fine tend ignore trying order drinks bars restaurants, day night entertainment french spanish shame children enjoy watching night shows, gripe trivial play music pool buffet restaurants everyday think just cd repeat good end holiday absolutely sick, rooms big cleaned everyday, mini bar water soft drinks great.overall enjoyed holiday got good price, definately recommend wanting relaxing holiday fab beach blue sea good food lots drink,  ",4,0,3,5,5,13,906
739,"loved planning marrying year, recently returned long weekend stay villa montana, checking place possibly destination wedding year deposit today, san juan november island different, tropical secluded, resort just minutes aguidilla airport direct flights ny, staff lovely place beautiful, big travellers place just really distinct charm, beach rocky swim day no problem good snorkeling, rooms clean decorated modern caribbean/ bali-ish feel, resort great touches, beautiful flowers huge comfortable teak lounge chairs candles lanterns, nice pools great playground tennis courts, wedding going weekend visiting resort did great job, wedding raved entire production, great horse riding place door excellent trails adorable little bar/garden just short walk away, searched months trying place married, truth fancier places cheaper places taking consideration place,  ",5,8,8,8,8,32,862
740,"love god n't just returned morning trip punta cana dad girlfriend daughter, possibly worst hotel stayed, arrival tried check thought man greated desk nice confused held luggage outside checking no tells ignored, requested separate rooms right eachother did n't want hassle keeping 4 people room, absolutely no concern people travelling, placed separate buildings, dad gf daughter dropped little golf cart, floor guy helped room luggage, dad dropped second left carry bags 2 flights stairs driver sped stupid golf cart no courtesy, days boring uneventful, went beach told look towel cabana say course 15 days, crack dawn reserve hut pool stationed leave it..you, pool water cloudy disgusting dad dropped glasses 14 inches water eventually fished food disgusting, buffet reccomend sticking pasta bar fruit occasionally pizza n't sick, 8 consecutive days party sick, immodium pepto costs outrageous ammount money site store know need pay reccomend bringing, book la carte soon prepared deal nasty people booking awful becayse not want eat buffet, hours opperation outageous breakfast 10:30 like sleep forget, la carte restaurants reccomend la hacienda mexican place n't good, ask n't tell just write order mistakenly ate dolphin, overall really didnt like resort tips exactly cabana towels basic spanish n't eat buffet library card stick key slot air conditioning running not know mean know gravol/pepto/immodium need, especially immodium bugs nasty not like ones home bring bug sprayso just prepared knows good time,  ",1,1,1,1,1,4,1516
741,"acceptable business hotel stayed executive floor 3 nights, contrary hotel good.my room whilst not massive acceptable size clean bar air conditioning worked, executive floors provide free broadband internet worked apart censoring bbc.tea coffee available executive lounge.staff reception pleasant responsive.prostitutes plague beijing, did n't cards room door hanging main entrance,  ",4,0,2,0,0,2,383
742,"loved majestic elegance just got home week elegance, say wonderful, no not finished yes open, issues did n't experience, great, staff went way cater need renewed vows, perfect, ms. garcia guest services took care needed, evening like magic great, plenty bug spray mosquitos horrible worst 18 bottle there.all restaurants good, n't think did not like.it like heaven drinking champagne day laying pools beach, swim room elegance club gorgeous, elegance members use colonial well.check michael jackson, went excursions outback safari best,  ",5,0,1,4,0,5,538
743,"not good firstly location decor room especially shower great, breakfast worst paid, spent nights montebello honestly say good thing breakfasts coffee, buffet breakfast apparently served 11am want coffee possibly hard bread roll better 10am nothing replenished including water, n't started incredible rudeness inefficiency waiting staff, fact complaints guests waiting staff asked comments writing.another huge problem hotel not sound proofed n't expect good night sleep bed comfortable.when stay star hotel pay star prices not cause complaints unfortunately did,  ",3,0,2,0,0,2,564
744,"lovely, stayed 2 nights enroute uk cheaper come vegas sfo vegas direct.lovely hotel great staff, room fantastic travelling packing space premium room l'occitane products replenished daily shampoo conditioner shower gel body lotion soap, supply tissues cotton wool cotton buds hairdryer, did n't key mini bar n't know like.our 2 nights use wine tasting reviewer says makes great group gathering got chatting lovely people including blue angels fleet week problem eating restaurant night, waitress not explain menu wanted know mussels prepared did n't know, ordered starters came half way starter came main meal, sent away brought soon starter dishes cleared, no rest, asked salmon veg mash sauce came fries veg sauce, took came just scraped sauce shoved fries veg cold, waitress told away point did n't want eat did n't re-order, happily chatting husband whilst ate main meal waitress appear, no chance dessert went reception ask manager, explained sympathetic told care, night came drink told round, good customer service n't happened place, despite ate breakfast days problems.i really recommend hotel,  ",5,0,3,6,1,10,1105
745,"ohana maile sky court hotel ohana maile sky court waikiki trip nice hotel, staff friendly courteous, hotel 5 minute walk beach fort derussy park, stayed 29th floor ocean view, read reports elevators forever, not bad actually, did overbook hotel-to-parking ratio parking scarce, asked park 4 blocks ohana hotel.was inconvenienced torrential rains walk soggy, real nice place,  ",3,2,1,1,0,4,376
